sample_id,animal_id,teaching_class,source_label,label_id,start_unixtime,end_unixtime,start_datetime,end_datetime,sampling_rate_hz,window_points,source_acceleration_csv,source_feature_csv
OM-010912,OM2001,bathing,bathing,300,1598072831.0,1598072832.96,2020-08-22 05:07:11.000,2020-08-22 05:07:12.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010913,OM2001,bathing,bathing,300,1598072832.0,1598072833.96,2020-08-22 05:07:12.000,2020-08-22 05:07:13.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010914,OM2001,bathing,bathing,300,1598072833.0,1598072834.96,2020-08-22 05:07:13.000,2020-08-22 05:07:14.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010915,OM2001,bathing,bathing,300,1598072834.0,1598072835.96,2020-08-22 05:07:14.000,2020-08-22 05:07:15.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010916,OM2001,bathing,bathing,300,1598072835.0,1598072836.96,2020-08-22 05:07:15.000,2020-08-22 05:07:16.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010917,OM2001,bathing,bathing,300,1598072836.0,1598072837.96,2020-08-22 05:07:16.000,2020-08-22 05:07:17.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010918,OM2001,bathing,bathing,300,1598072837.0,1598072838.96,2020-08-22 05:07:17.000,2020-08-22 05:07:18.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010919,OM2001,bathing,bathing,300,1598072838.0,1598072839.96,2020-08-22 05:07:18.000,2020-08-22 05:07:19.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010920,OM2001,bathing,bathing,300,1598072839.0,1598072840.96,2020-08-22 05:07:19.000,2020-08-22 05:07:20.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010921,OM2001,bathing,bathing,300,1598072840.0,1598072841.96,2020-08-22 05:07:20.000,2020-08-22 05:07:21.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010922,OM2001,bathing,bathing,300,1598072841.0,1598072842.96,2020-08-22 05:07:21.000,2020-08-22 05:07:22.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010923,OM2001,bathing,bathing,300,1598072842.0,1598072843.96,2020-08-22 05:07:22.000,2020-08-22 05:07:23.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010924,OM2001,bathing,bathing,300,1598072843.0,1598072844.96,2020-08-22 05:07:23.000,2020-08-22 05:07:24.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010925,OM2001,bathing,bathing,300,1598072844.0,1598072845.96,2020-08-22 05:07:24.000,2020-08-22 05:07:25.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010926,OM2001,bathing,bathing,300,1598072845.0,1598072846.96,2020-08-22 05:07:25.000,2020-08-22 05:07:26.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010927,OM2001,bathing,bathing,300,1598072846.0,1598072847.96,2020-08-22 05:07:26.000,2020-08-22 05:07:27.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010928,OM2001,bathing,bathing,300,1598072847.0,1598072848.96,2020-08-22 05:07:27.000,2020-08-22 05:07:28.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010929,OM2001,bathing,bathing,300,1598072848.0,1598072849.96,2020-08-22 05:07:28.000,2020-08-22 05:07:29.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010930,OM2001,bathing,bathing,300,1598072849.0,1598072850.96,2020-08-22 05:07:29.000,2020-08-22 05:07:30.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010931,OM2001,bathing,bathing,300,1598072850.0,1598072851.96,2020-08-22 05:07:30.000,2020-08-22 05:07:31.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010932,OM2001,bathing,bathing,300,1598072851.0,1598072852.96,2020-08-22 05:07:31.000,2020-08-22 05:07:32.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010933,OM2001,bathing,bathing,300,1598072852.0,1598072853.96,2020-08-22 05:07:32.000,2020-08-22 05:07:33.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010934,OM2001,bathing,bathing,300,1598072853.0,1598072854.96,2020-08-22 05:07:33.000,2020-08-22 05:07:34.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010935,OM2001,bathing,bathing,300,1598072854.0,1598072855.96,2020-08-22 05:07:34.000,2020-08-22 05:07:35.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010936,OM2001,bathing,bathing,300,1598072855.0,1598072856.96,2020-08-22 05:07:35.000,2020-08-22 05:07:36.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010937,OM2001,bathing,bathing,300,1598072856.0,1598072857.96,2020-08-22 05:07:36.000,2020-08-22 05:07:37.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010938,OM2001,bathing,bathing,300,1598072857.0,1598072858.96,2020-08-22 05:07:37.000,2020-08-22 05:07:38.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010939,OM2001,bathing,bathing,300,1598072858.0,1598072859.96,2020-08-22 05:07:38.000,2020-08-22 05:07:39.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010940,OM2001,bathing,bathing,300,1598072859.0,1598072860.96,2020-08-22 05:07:39.000,2020-08-22 05:07:40.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010941,OM2001,bathing,bathing,300,1598072860.0,1598072861.96,2020-08-22 05:07:40.000,2020-08-22 05:07:41.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010942,OM2001,bathing,bathing,300,1598072861.0,1598072862.96,2020-08-22 05:07:41.000,2020-08-22 05:07:42.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010943,OM2001,bathing,bathing,300,1598072862.0,1598072863.96,2020-08-22 05:07:42.000,2020-08-22 05:07:43.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010944,OM2001,bathing,bathing,300,1598072863.0,1598072864.96,2020-08-22 05:07:43.000,2020-08-22 05:07:44.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010945,OM2001,bathing,bathing,300,1598072864.0,1598072865.96,2020-08-22 05:07:44.000,2020-08-22 05:07:45.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010946,OM2001,bathing,bathing,300,1598072865.0,1598072866.96,2020-08-22 05:07:45.000,2020-08-22 05:07:46.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010947,OM2001,bathing,bathing,300,1598072866.0,1598072867.96,2020-08-22 05:07:46.000,2020-08-22 05:07:47.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010948,OM2001,bathing,bathing,300,1598072867.0,1598072868.96,2020-08-22 05:07:47.000,2020-08-22 05:07:48.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010949,OM2001,bathing,bathing,300,1598072868.0,1598072869.96,2020-08-22 05:07:48.000,2020-08-22 05:07:49.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010950,OM2001,bathing,bathing,300,1598072869.0,1598072870.96,2020-08-22 05:07:49.000,2020-08-22 05:07:50.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010951,OM2001,bathing,bathing,300,1598072870.0,1598072871.96,2020-08-22 05:07:50.000,2020-08-22 05:07:51.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010952,OM2001,bathing,bathing,300,1598072871.0,1598072872.96,2020-08-22 05:07:51.000,2020-08-22 05:07:52.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010953,OM2001,bathing,bathing,300,1598072872.0,1598072873.96,2020-08-22 05:07:52.000,2020-08-22 05:07:53.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010954,OM2001,bathing,bathing,300,1598072873.0,1598072874.96,2020-08-22 05:07:53.000,2020-08-22 05:07:54.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010955,OM2001,bathing,bathing,300,1598072874.0,1598072875.96,2020-08-22 05:07:54.000,2020-08-22 05:07:55.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010956,OM2001,bathing,bathing,300,1598072875.0,1598072876.96,2020-08-22 05:07:55.000,2020-08-22 05:07:56.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010957,OM2001,bathing,bathing,300,1598072876.0,1598072877.96,2020-08-22 05:07:56.000,2020-08-22 05:07:57.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010958,OM2001,bathing,bathing,300,1598072877.0,1598072878.96,2020-08-22 05:07:57.000,2020-08-22 05:07:58.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010959,OM2001,bathing,bathing,300,1598072878.0,1598072879.96,2020-08-22 05:07:58.000,2020-08-22 05:07:59.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010960,OM2001,bathing,bathing,300,1598072879.0,1598072880.96,2020-08-22 05:07:59.000,2020-08-22 05:08:00.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010961,OM2001,bathing,bathing,300,1598072880.0,1598072881.96,2020-08-22 05:08:00.000,2020-08-22 05:08:01.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010962,OM2001,bathing,bathing,300,1598072881.0,1598072882.96,2020-08-22 05:08:01.000,2020-08-22 05:08:02.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010963,OM2001,bathing,bathing,300,1598072882.0,1598072883.96,2020-08-22 05:08:02.000,2020-08-22 05:08:03.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010964,OM2001,bathing,bathing,300,1598072883.0,1598072884.96,2020-08-22 05:08:03.000,2020-08-22 05:08:04.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2001.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2001.csv
OM-010965,OM2002,stationary,stationary,200,1598559842.0,1598559843.96,2020-08-27 20:24:02.000,2020-08-27 20:24:03.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010966,OM2002,stationary,stationary,200,1598559843.0,1598559844.96,2020-08-27 20:24:03.000,2020-08-27 20:24:04.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010967,OM2002,stationary,stationary,200,1598559844.0,1598559845.96,2020-08-27 20:24:04.000,2020-08-27 20:24:05.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010968,OM2002,stationary,stationary,200,1598559845.0,1598559846.96,2020-08-27 20:24:05.000,2020-08-27 20:24:06.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010969,OM2002,stationary,stationary,200,1598559846.0,1598559847.96,2020-08-27 20:24:06.000,2020-08-27 20:24:07.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010970,OM2002,stationary,stationary,200,1598559849.0,1598559850.96,2020-08-27 20:24:09.000,2020-08-27 20:24:10.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010971,OM2002,stationary,stationary,200,1598559853.0,1598559854.96,2020-08-27 20:24:13.000,2020-08-27 20:24:14.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010972,OM2002,stationary,stationary,200,1598559854.0,1598559855.96,2020-08-27 20:24:14.000,2020-08-27 20:24:15.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010973,OM2002,stationary,stationary,200,1598559855.0,1598559856.96,2020-08-27 20:24:15.000,2020-08-27 20:24:16.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010974,OM2002,stationary,stationary,200,1598559856.0,1598559857.96,2020-08-27 20:24:16.000,2020-08-27 20:24:17.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010975,OM2002,stationary,stationary,200,1598559857.0,1598559858.96,2020-08-27 20:24:17.000,2020-08-27 20:24:18.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010976,OM2002,stationary,stationary,200,1598559858.0,1598559859.96,2020-08-27 20:24:18.000,2020-08-27 20:24:19.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010977,OM2002,stationary,stationary,200,1598559859.0,1598559860.96,2020-08-27 20:24:19.000,2020-08-27 20:24:20.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010978,OM2002,stationary,stationary,200,1598559860.0,1598559861.96,2020-08-27 20:24:20.000,2020-08-27 20:24:21.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010979,OM2002,stationary,stationary,200,1598559861.0,1598559862.96,2020-08-27 20:24:21.000,2020-08-27 20:24:22.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010980,OM2002,stationary,stationary,200,1598559862.0,1598559863.96,2020-08-27 20:24:22.000,2020-08-27 20:24:23.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010981,OM2002,stationary,stationary,200,1598559863.0,1598559864.96,2020-08-27 20:24:23.000,2020-08-27 20:24:24.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010982,OM2002,stationary,stationary,200,1598559864.0,1598559865.96,2020-08-27 20:24:24.000,2020-08-27 20:24:25.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010983,OM2002,stationary,stationary,200,1598559865.0,1598559866.96,2020-08-27 20:24:25.000,2020-08-27 20:24:26.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010984,OM2002,stationary,stationary,200,1598559866.0,1598559867.96,2020-08-27 20:24:26.000,2020-08-27 20:24:27.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010985,OM2002,stationary,stationary,200,1598559867.0,1598559868.96,2020-08-27 20:24:27.000,2020-08-27 20:24:28.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010986,OM2002,stationary,stationary,200,1598559868.0,1598559869.96,2020-08-27 20:24:28.000,2020-08-27 20:24:29.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010987,OM2002,stationary,stationary,200,1598559869.0,1598559870.96,2020-08-27 20:24:29.000,2020-08-27 20:24:30.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010988,OM2002,stationary,stationary,200,1598559870.0,1598559871.96,2020-08-27 20:24:30.000,2020-08-27 20:24:31.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010989,OM2002,stationary,stationary,200,1598559871.0,1598559872.96,2020-08-27 20:24:31.000,2020-08-27 20:24:32.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010990,OM2002,stationary,stationary,200,1598559872.0,1598559873.96,2020-08-27 20:24:32.000,2020-08-27 20:24:33.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010991,OM2002,stationary,stationary,200,1598559873.0,1598559874.96,2020-08-27 20:24:33.000,2020-08-27 20:24:34.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010992,OM2002,stationary,stationary,200,1598559874.0,1598559875.96,2020-08-27 20:24:34.000,2020-08-27 20:24:35.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010993,OM2002,stationary,stationary,200,1598559875.0,1598559876.96,2020-08-27 20:24:35.000,2020-08-27 20:24:36.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010994,OM2002,stationary,stationary,200,1598559876.0,1598559877.96,2020-08-27 20:24:36.000,2020-08-27 20:24:37.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010995,OM2002,stationary,stationary,200,1598559877.0,1598559878.96,2020-08-27 20:24:37.000,2020-08-27 20:24:38.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010996,OM2002,stationary,stationary,200,1598559878.0,1598559879.96,2020-08-27 20:24:38.000,2020-08-27 20:24:39.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010997,OM2002,stationary,stationary,200,1598559879.0,1598559880.96,2020-08-27 20:24:39.000,2020-08-27 20:24:40.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010998,OM2002,stationary,stationary,200,1598559880.0,1598559881.96,2020-08-27 20:24:40.000,2020-08-27 20:24:41.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-010999,OM2002,stationary,stationary,200,1598559881.0,1598559882.96,2020-08-27 20:24:41.000,2020-08-27 20:24:42.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011000,OM2002,stationary,stationary,200,1598559882.0,1598559883.96,2020-08-27 20:24:42.000,2020-08-27 20:24:43.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011001,OM2002,stationary,stationary,200,1598559883.0,1598559884.96,2020-08-27 20:24:43.000,2020-08-27 20:24:44.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011002,OM2002,stationary,stationary,200,1598559884.0,1598559885.96,2020-08-27 20:24:44.000,2020-08-27 20:24:45.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011003,OM2002,stationary,stationary,200,1598559885.0,1598559886.96,2020-08-27 20:24:45.000,2020-08-27 20:24:46.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011004,OM2002,stationary,stationary,200,1598559886.0,1598559887.96,2020-08-27 20:24:46.000,2020-08-27 20:24:47.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011005,OM2002,stationary,stationary,200,1598559887.0,1598559888.96,2020-08-27 20:24:47.000,2020-08-27 20:24:48.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011006,OM2002,stationary,stationary,200,1598559888.0,1598559889.96,2020-08-27 20:24:48.000,2020-08-27 20:24:49.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011007,OM2002,stationary,stationary,200,1598559889.0,1598559890.96,2020-08-27 20:24:49.000,2020-08-27 20:24:50.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011008,OM2002,stationary,stationary,200,1598559890.0,1598559891.96,2020-08-27 20:24:50.000,2020-08-27 20:24:51.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011009,OM2002,stationary,stationary,200,1598559891.0,1598559892.96,2020-08-27 20:24:51.000,2020-08-27 20:24:52.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011010,OM2002,stationary,stationary,200,1598559892.0,1598559893.96,2020-08-27 20:24:52.000,2020-08-27 20:24:53.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011011,OM2002,stationary,stationary,200,1598559893.0,1598559894.96,2020-08-27 20:24:53.000,2020-08-27 20:24:54.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
OM-011012,OM2002,stationary,stationary,200,1598559894.0,1598559895.96,2020-08-27 20:24:54.000,2020-08-27 20:24:55.960,25,50,data\datasets\preprocessed_data\omizunagidori\OM2002.csv,data\datasets\logbot_data\feature_extraction\acc_features\omizunagidori\OM2002.csv
